"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","architecture","backbone","base_learning_rate","batch_size","dataset_dir","dataset_name","dataset_stats/mean","dataset_stats/std","devices","epochs","eval_batch_size","eval_epochs","eval_learning_rate","eval_test_perc","eval_train_perc","eval_val_perc","eval_weight_decay","experiment_eval_name","experiment_name","img_size","learning_rate","log_dir","momentum","normalize","num_classes","num_workers","optimizer","pin_memory","prediction_head_hidden_dim","prediction_head_input_dim","prediction_head_output_dim","projection_head_hidden_dim","projection_head_input_dim","projection_head_num_layers","projection_head_output_dim","projection_head_type","rbfn_prediction_head_norm_function","rbfn_prediction_head_normalization","rbfn_prediction_head_num_kernels","rbfn_prediction_head_radial_function","rbfn_projection_head_norm_function","rbfn_projection_head_normalize","rbfn_projection_head_num_kernels","rbfn_projection_head_radial_function","run_name","ssl_non_trainable_params","ssl_trainable_params","temperature","test_perc","train_perc","use_mlflow","val_perc","weight_decay","weights","epoch","train_loss","val_loss"
"2026-02-23 12:17:01","1.5h","15853146f3534c2fbed619ca224d7872","00038","LOCAL","main.py","mlflow","FINISHED","simclr","resnet50","0.3","2048","/mnt/datasets","ImageNet100","[0.48269547 0.45477903 0.40135844]","[0.23322087 0.22798806 0.22758135]","8","100","64","200","0.001","0.2","0.7","0.1","0.0001","rbfn-ssl-projector-rbfn-eval_imagenet-100","rbfn-ssl-projector-rbfn_imagenet-100","224","2.4","logs","0.9","True","100","32","LARS","True","","","","2048","2048","3","128","rbfn","","","","","euclidian","False","256","multiquadric","00038","0","34260672","0.5","0.2","0.7","True","0.1","1e-06","DEFAULT","99","6.894704818725586","6.925925254821777"
"2026-02-23 10:20:43","1.5h","fee6f9eb6ef043f58f22b32437bc90a5","00037","LOCAL","main.py","mlflow","FINISHED","simclr","resnet50","0.3","2048","/mnt/datasets","ImageNet100","[0.48269547 0.45477903 0.40135844]","[0.23322087 0.22798806 0.22758135]","8","100","64","200","0.001","0.2","0.7","0.1","0.0001","rbfn-ssl-projector-rbfn-eval_imagenet-100","rbfn-ssl-projector-rbfn_imagenet-100","224","2.4","logs","0.9","True","100","32","LARS","True","","","","2048","2048","3","128","rbfn","","","","","euclidian","True","256","multiquadric","00037","0","34260672","0.5","0.2","0.7","True","0.1","1e-06","DEFAULT","99","8.317521095275879","8.261180877685547"
"2026-02-23 08:24:15","1.5h","b7c6fcc41a2547f685b30d035eef723d","00036","LOCAL","main.py","mlflow","FINISHED","simclr","resnet50","0.3","2048","/mnt/datasets","ImageNet100","[0.48269547 0.45477903 0.40135844]","[0.23322087 0.22798806 0.22758135]","8","100","64","200","0.001","0.2","0.7","0.1","0.0001","rbfn-ssl-projector-rbfn-eval_imagenet-100","rbfn-ssl-projector-rbfn_imagenet-100","224","2.4","logs","0.9","True","100","32","LARS","True","","","","2048","2048","3","128","rbfn","","","","","euclidian","False","256","inverse_multiquadric","00036","0","34260672","0.5","0.2","0.7","True","0.1","1e-06","DEFAULT","99","8.317521095275879","8.261180877685547"
"2026-02-23 06:27:27","1.6h","4a64eefdf23a496aacaad43e2b1af99d","00035","LOCAL","main.py","mlflow","FINISHED","simclr","resnet50","0.3","2048","/mnt/datasets","ImageNet100","[0.48269547 0.45477903 0.40135844]","[0.23322087 0.22798806 0.22758135]","8","100","64","200","0.001","0.2","0.7","0.1","0.0001","rbfn-ssl-projector-rbfn-eval_imagenet-100","rbfn-ssl-projector-rbfn_imagenet-100","224","2.4","logs","0.9","True","100","32","LARS","True","","","","2048","2048","3","128","rbfn","","","","","euclidian","True","256","inverse_multiquadric","00035","0","34260672","0.5","0.2","0.7","True","0.1","1e-06","DEFAULT","99","8.317521095275879","8.261180877685547"
"2026-02-23 04:30:37","1.6h","1736433e8a14492c9bc0517d598de879","00034","LOCAL","main.py","mlflow","FINISHED","simclr","resnet50","0.3","2048","/mnt/datasets","ImageNet100","[0.48269547 0.45477903 0.40135844]","[0.23322087 0.22798806 0.22758135]","8","100","64","200","0.001","0.2","0.7","0.1","0.0001","rbfn-ssl-projector-rbfn-eval_imagenet-100","rbfn-ssl-projector-rbfn_imagenet-100","224","2.4","logs","0.9","True","100","32","LARS","True","","","","2048","2048","3","128","rbfn","","","","","euclidian","False","256","gaussian","00034","0","34260672","0.5","0.2","0.7","True","0.1","1e-06","DEFAULT","99","8.317521095275879","8.261180877685547"
"2026-02-23 02:32:27","1.6h","0788a52180bf4b2dbcd94d50fa4b8962","00033","LOCAL","main.py","mlflow","FINISHED","simclr","resnet50","0.3","2048","/mnt/datasets","ImageNet100","[0.48269547 0.45477903 0.40135844]","[0.23322087 0.22798806 0.22758135]","8","100","64","200","0.001","0.2","0.7","0.1","0.0001","rbfn-ssl-projector-rbfn-eval_imagenet-100","rbfn-ssl-projector-rbfn_imagenet-100","224","2.4","logs","0.9","True","100","32","LARS","True","","","","2048","2048","3","128","rbfn","","","","","euclidian","True","256","gaussian","00033","0","34260672","0.5","0.2","0.7","True","0.1","1e-06","DEFAULT","99","8.317521095275879","8.261180877685547"
"2026-02-23 00:31:43","1.6h","2ba6d2b7c73944e1af642667f661f8c6","00032","LOCAL","main.py","mlflow","FINISHED","simclr","resnet50","0.3","2048","/mnt/datasets","ImageNet100","[0.48269547 0.45477903 0.40135844]","[0.23322087 0.22798806 0.22758135]","8","100","64","200","0.001","0.2","0.7","0.1","0.0001","rbfn-ssl-projector-rbfn-eval_imagenet-100","rbfn-ssl-projector-rbfn_imagenet-100","224","2.4","logs","0.9","True","100","32","LARS","True","","","","2048","2048","3","128","rbfn","","","","","euclidian","False","512","tps","00032","0","36358336","0.5","0.2","0.7","True","0.1","1e-06","DEFAULT","99","6.897136688232422","6.9535017013549805"
"2026-02-22 22:28:51","1.6h","fd901b75fcde4fa6977252a93bc49b08","00031","LOCAL","main.py","mlflow","FINISHED","simclr","resnet50","0.3","2048","/mnt/datasets","ImageNet100","[0.48269547 0.45477903 0.40135844]","[0.23322087 0.22798806 0.22758135]","8","100","64","200","0.001","0.2","0.7","0.1","0.0001","rbfn-ssl-projector-rbfn-eval_imagenet-100","rbfn-ssl-projector-rbfn_imagenet-100","224","2.4","logs","0.9","True","100","32","LARS","True","","","","2048","2048","3","128","rbfn","","","","","euclidian","True","512","tps","00031","0","36358336","0.5","0.2","0.7","True","0.1","1e-06","DEFAULT","99","8.317521095275879","8.261180877685547"
"2026-02-22 20:27:50","1.6h","269fd6d934a446b5a4bf20ae66ba5ce9","00030","LOCAL","main.py","mlflow","FINISHED","simclr","resnet50","0.3","2048","/mnt/datasets","ImageNet100","[0.48269547 0.45477903 0.40135844]","[0.23322087 0.22798806 0.22758135]","8","100","64","200","0.001","0.2","0.7","0.1","0.0001","rbfn-ssl-projector-rbfn-eval_imagenet-100","rbfn-ssl-projector-rbfn_imagenet-100","224","2.4","logs","0.9","True","100","32","LARS","True","","","","2048","2048","3","128","rbfn","","","","","euclidian","False","512","multiquadric","00030","0","36358336","0.5","0.2","0.7","True","0.1","1e-06","DEFAULT","99","7.016146183013916","7.054807186126709"
"2026-02-22 18:27:40","1.6h","1e33747f8b3348fa8d06052340712ddc","00029","LOCAL","main.py","mlflow","FINISHED","simclr","resnet50","0.3","2048","/mnt/datasets","ImageNet100","[0.48269547 0.45477903 0.40135844]","[0.23322087 0.22798806 0.22758135]","8","100","64","200","0.001","0.2","0.7","0.1","0.0001","rbfn-ssl-projector-rbfn-eval_imagenet-100","rbfn-ssl-projector-rbfn_imagenet-100","224","2.4","logs","0.9","True","100","32","LARS","True","","","","2048","2048","3","128","rbfn","","","","","euclidian","True","512","multiquadric","00029","0","36358336","0.5","0.2","0.7","True","0.1","1e-06","DEFAULT","99","8.317521095275879","8.261180877685547"
